x|y|class|filename|fullpath
-27.53023|14.35517|ALCIDOL_792711_ST-ALCIDOL|image_000088.jpg|DATASET\pill-aluminium\ALCIDOL_792711_ST-ALCIDOL\image_000088.jpg
-27.05091|14.74154|ALCIDOL_792711_ST-ALCIDOL|image_000089.jpg|DATASET\pill-aluminium\ALCIDOL_792711_ST-ALCIDOL\image_000089.jpg
-27.61799|14.32578|ALCIDOL_792711_ST-ALCIDOL|image_000090.jpg|DATASET\pill-aluminium\ALCIDOL_792711_ST-ALCIDOL\image_000090.jpg
-26.79420|15.18064|ALCIDOL_792711_ST-ALCIDOL|image_000091.jpg|DATASET\pill-aluminium\ALCIDOL_792711_ST-ALCIDOL\image_000091.jpg
-27.62417|14.36257|ALCIDOL_792711_ST-ALCIDOL|image_000092.jpg|DATASET\pill-aluminium\ALCIDOL_792711_ST-ALCIDOL\image_000092.jpg
-4.04425|49.27514|ALLTREX_1243625_1C 50-63|image_000824.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000824.jpg
-3.25613|49.12034|ALLTREX_1243625_1C 50-63|image_000825.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000825.jpg
-4.04041|49.26710|ALLTREX_1243625_1C 50-63|image_000826.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000826.jpg
-3.70408|48.89420|ALLTREX_1243625_1C 50-63|image_000827.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000827.jpg
-4.09096|49.21295|ALLTREX_1243625_1C 50-63|image_000828.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000828.jpg
-3.41916|49.14602|ALLTREX_1243625_1C 50-63|image_000829.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000829.jpg
-3.88783|49.35336|ALLTREX_1243625_1C 50-63|image_000830.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000830.jpg
-3.39435|48.99687|ALLTREX_1243625_1C 50-63|image_000831.jpg|DATASET\pill-aluminium\ALLTREX_1243625_1C 50-63\image_000831.jpg
-3.32291|41.64509|AMILOZIDE_238629_2A 94-31|image_000125.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000125.jpg
-4.12304|40.24632|AMILOZIDE_238629_2A 94-31|image_000126.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000126.jpg
-3.81396|41.56988|AMILOZIDE_238629_2A 94-31|image_000127.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000127.jpg
-4.04725|40.96906|AMILOZIDE_238629_2A 94-31|image_000128.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000128.jpg
-3.83927|41.52565|AMILOZIDE_238629_2A 94-31|image_000129.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000129.jpg
-4.05295|40.19620|AMILOZIDE_238629_2A 94-31|image_000130.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000130.jpg
-3.60069|41.52883|AMILOZIDE_238629_2A 94-31|image_000131.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000131.jpg
-3.92703|40.86674|AMILOZIDE_238629_2A 94-31|image_000132.jpg|DATASET\pill-aluminium\AMILOZIDE_238629_2A 94-31\image_000132.jpg
-9.10861|16.49847|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000664.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000664.jpg
-9.60358|15.94280|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000665.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000665.jpg
-9.05016|16.45966|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000666.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000666.jpg
-9.71289|16.03122|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000667.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000667.jpg
-9.02092|16.26773|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000668.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000668.jpg
-9.77958|15.91697|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000669.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000669.jpg
-9.01569|16.55588|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000670.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000670.jpg
-9.76712|16.11353|AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10|image_000671.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO 10_736949_WT-AMITRIPTYLINE-10\image_000671.jpg
26.86570|-6.03065|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000157.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000157.jpg
26.54731|-6.71764|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000158.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000158.jpg
26.80855|-6.06181|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000159.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000159.jpg
26.64807|-6.76834|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000160.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000160.jpg
27.14419|-6.40610|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000161.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000161.jpg
26.42768|-6.66321|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000162.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000162.jpg
26.69025|-6.02889|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000163.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000163.jpg
26.61291|-6.57629|AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE|image_000164.jpg|DATASET\pill-aluminium\AMITRIPTYLINE HYDROCHLORIDE GPO_736965_WT-AMITRIPTYLINE\image_000164.jpg
1.49327|-7.78391|AMLOPINE_108504_ST-AMLOPINE|image_000484.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000484.jpg
2.41979|-7.36113|AMLOPINE_108504_ST-AMLOPINE|image_000486.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000486.jpg
1.72933|-7.43079|AMLOPINE_108504_ST-AMLOPINE|image_000487.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000487.jpg
2.57094|-7.55138|AMLOPINE_108504_ST-AMLOPINE|image_000488.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000488.jpg
1.54208|-7.81150|AMLOPINE_108504_ST-AMLOPINE|image_000489.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000489.jpg
2.36563|-7.29955|AMLOPINE_108504_ST-AMLOPINE|image_000490.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000490.jpg
1.71918|-7.32661|AMLOPINE_108504_ST-AMLOPINE|image_000491.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000491.jpg
2.51151|-7.47228|AMLOPINE_108504_ST-AMLOPINE|image_000492.jpg|DATASET\pill-aluminium\AMLOPINE_108504_ST-AMLOPINE\image_000492.jpg
-19.13081|-21.62257|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000051.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000051.jpg
-19.40367|-22.32229|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000052.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000052.jpg
-19.15579|-21.56271|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000053.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000053.jpg
-19.38827|-22.19498|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000054.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000054.jpg
-19.01451|-21.48280|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000055.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000055.jpg
-19.41303|-22.32206|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000056.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000056.jpg
-19.19065|-21.59313|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000057.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000057.jpg
-19.34066|-22.34586|ANAPRIL-S_1147703_WT-ANAPRIL-S|image_000058.jpg|DATASET\pill-aluminium\ANAPRIL-S_1147703_WT-ANAPRIL-S\image_000058.jpg
44.32205|-19.02463|ANAPRIL_111471_WT-ANAPRIL|image_000564.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000564.jpg
43.67008|-18.73926|ANAPRIL_111471_WT-ANAPRIL|image_000565.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000565.jpg
44.65526|-18.82828|ANAPRIL_111471_WT-ANAPRIL|image_000566.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000566.jpg
43.83220|-18.60189|ANAPRIL_111471_WT-ANAPRIL|image_000567.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000567.jpg
44.40350|-18.52715|ANAPRIL_111471_WT-ANAPRIL|image_000568.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000568.jpg
43.78225|-18.56265|ANAPRIL_111471_WT-ANAPRIL|image_000569.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000569.jpg
44.50758|-19.09897|ANAPRIL_111471_WT-ANAPRIL|image_000570.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000570.jpg
43.65178|-18.88070|ANAPRIL_111471_WT-ANAPRIL|image_000571.jpg|DATASET\pill-aluminium\ANAPRIL_111471_WT-ANAPRIL\image_000571.jpg
44.88211|-17.24059|ANAPRIL_112032_WT-ANAPRIL-20|image_000278.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000278.jpg
44.40663|-16.90157|ANAPRIL_112032_WT-ANAPRIL-20|image_000279.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000279.jpg
45.23225|-17.31925|ANAPRIL_112032_WT-ANAPRIL-20|image_000280.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000280.jpg
44.59560|-16.77058|ANAPRIL_112032_WT-ANAPRIL-20|image_000281.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000281.jpg
44.98988|-17.60482|ANAPRIL_112032_WT-ANAPRIL-20|image_000283.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000283.jpg
44.25504|-16.80450|ANAPRIL_112032_WT-ANAPRIL-20|image_000284.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000284.jpg
44.64254|-17.33818|ANAPRIL_112032_WT-ANAPRIL-20|image_000285.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000285.jpg
44.71183|-16.71928|ANAPRIL_112032_WT-ANAPRIL-20|image_000286.jpg|DATASET\pill-aluminium\ANAPRIL_112032_WT-ANAPRIL-20\image_000286.jpg
-3.03095|-38.57049|ANTAFIT_246914_WT-ANTAFIT|image_000402.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000402.jpg
-2.87023|-38.02321|ANTAFIT_246914_WT-ANTAFIT|image_000403.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000403.jpg
-3.30076|-38.62410|ANTAFIT_246914_WT-ANTAFIT|image_000404.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000404.jpg
-2.89266|-37.93353|ANTAFIT_246914_WT-ANTAFIT|image_000405.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000405.jpg
-3.06113|-38.57659|ANTAFIT_246914_WT-ANTAFIT|image_000406.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000406.jpg
-2.71164|-38.13891|ANTAFIT_246914_WT-ANTAFIT|image_000407.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000407.jpg
-3.29338|-38.51319|ANTAFIT_246914_WT-ANTAFIT|image_000408.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000408.jpg
-2.83266|-37.98905|ANTAFIT_246914_WT-ANTAFIT|image_000409.jpg|DATASET\pill-aluminium\ANTAFIT_246914_WT-ANTAFIT\image_000409.jpg
5.26705|16.12371|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000587.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000587.jpg
4.83729|16.06931|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000588.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000588.jpg
5.50854|15.25899|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000589.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000589.jpg
4.81605|16.17909|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000590.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000590.jpg
5.41833|16.33966|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000591.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000591.jpg
4.96237|16.27364|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000592.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000592.jpg
5.36835|15.56123|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000593.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000593.jpg
4.74675|16.16862|ASPIRIN PEDIATRIC_252346_1A 40-27|image_000594.jpg|DATASET\pill-aluminium\ASPIRIN PEDIATRIC_252346_1A 40-27\image_000594.jpg
-36.49011|-4.00662|ATTOR-40_1277077_1A 6-66(NG)|image_000019.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000019.jpg
-36.52728|-3.41784|ATTOR-40_1277077_1A 6-66(NG)|image_000020.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000020.jpg
-36.77409|-4.00666|ATTOR-40_1277077_1A 6-66(NG)|image_000021.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000021.jpg
-36.25646|-3.55534|ATTOR-40_1277077_1A 6-66(NG)|image_000022.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000022.jpg
-36.58266|-4.12905|ATTOR-40_1277077_1A 6-66(NG)|image_000023.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000023.jpg
-36.63184|-3.61487|ATTOR-40_1277077_1A 6-66(NG)|image_000024.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000024.jpg
-36.89736|-3.91264|ATTOR-40_1277077_1A 6-66(NG)|image_000025.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000025.jpg
-36.25378|-3.63076|ATTOR-40_1277077_1A 6-66(NG)|image_000026.jpg|DATASET\pill-aluminium\ATTOR-40_1277077_1A 6-66(NG)\image_000026.jpg
10.50414|25.68314|AZYCIN_256428_ST-AZYCIN|image_000360.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000360.jpg
11.51434|26.46965|AZYCIN_256428_ST-AZYCIN|image_000361.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000361.jpg
10.55537|25.69407|AZYCIN_256428_ST-AZYCIN|image_000362.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000362.jpg
11.50965|26.48314|AZYCIN_256428_ST-AZYCIN|image_000363.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000363.jpg
10.56079|25.69525|AZYCIN_256428_ST-AZYCIN|image_000364.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000364.jpg
11.24387|26.22896|AZYCIN_256428_ST-AZYCIN|image_000365.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000365.jpg
10.70882|25.79952|AZYCIN_256428_ST-AZYCIN|image_000366.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000366.jpg
11.70621|26.62180|AZYCIN_256428_ST-AZYCIN|image_000367.jpg|DATASET\pill-aluminium\AZYCIN_256428_ST-AZYCIN\image_000367.jpg
34.20778|-11.18612|B-ASPIRIN 81_226197_1A 270-48|image_000133.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000133.jpg
34.64837|-11.22196|B-ASPIRIN 81_226197_1A 270-48|image_000134.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000134.jpg
34.60361|-10.81600|B-ASPIRIN 81_226197_1A 270-48|image_000135.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000135.jpg
34.67364|-11.47973|B-ASPIRIN 81_226197_1A 270-48|image_000136.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000136.jpg
34.56665|-11.05970|B-ASPIRIN 81_226197_1A 270-48|image_000137.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000137.jpg
34.42427|-11.17096|B-ASPIRIN 81_226197_1A 270-48|image_000138.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000138.jpg
34.32055|-10.47094|B-ASPIRIN 81_226197_1A 270-48|image_000139.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000139.jpg
34.58037|-11.57514|B-ASPIRIN 81_226197_1A 270-48|image_000140.jpg|DATASET\pill-aluminium\B-ASPIRIN 81_226197_1A 270-48\image_000140.jpg
-22.18417|30.87353|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000319.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000319.jpg
-22.59540|30.21053|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000320.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000320.jpg
-22.16450|30.52779|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000321.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000321.jpg
-22.67841|30.55169|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000322.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000322.jpg
-22.31938|30.90520|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000323.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000323.jpg
-22.70699|30.36267|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000324.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000324.jpg
-22.05885|30.39998|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000325.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000325.jpg
-22.62161|30.56086|BERLONTIN 300_996855_ST-BERLONTIN-300|image_000326.jpg|DATASET\pill-aluminium\BERLONTIN 300_996855_ST-BERLONTIN-300\image_000326.jpg
-17.06821|-5.58580|BERLONTIN_1134347_1A 15122-62(NG)|image_000579.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000579.jpg
-16.80961|-5.26324|BERLONTIN_1134347_1A 15122-62(NG)|image_000580.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000580.jpg
-16.76931|-5.82145|BERLONTIN_1134347_1A 15122-62(NG)|image_000581.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000581.jpg
-16.59875|-5.19900|BERLONTIN_1134347_1A 15122-62(NG)|image_000582.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000582.jpg
-17.06580|-5.63685|BERLONTIN_1134347_1A 15122-62(NG)|image_000583.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000583.jpg
-16.87446|-5.26666|BERLONTIN_1134347_1A 15122-62(NG)|image_000584.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000584.jpg
-16.78593|-5.79715|BERLONTIN_1134347_1A 15122-62(NG)|image_000585.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000585.jpg
-16.48327|-5.02286|BERLONTIN_1134347_1A 15122-62(NG)|image_000586.jpg|DATASET\pill-aluminium\BERLONTIN_1134347_1A 15122-62(NG)\image_000586.jpg
